pais,anio,variante,n,libro,libro_es,libro_dif_pct,importado_pct,dom_mult_medio,dom_mult_mediano,dom_mult_max,dom_mult_pond,dom_directo_medio,dom_indirecto_medio,dom_a_max,dom_ci_sobre_vbp,dom_claves,dom_z_suma,tot_mult_medio,tot_mult_mediano,tot_mult_max,tot_mult_pond,tot_directo_medio,tot_indirecto_medio,tot_a_max,tot_ci_sobre_vbp,tot_claves,tot_z_suma,dif_mult_medio_pct,dif_mult_pond_pct,dif_directo_medio_pct,dif_indirecto_medio_pct,dif_ci_sobre_vbp_pct,ras_dom,ras_tot,min_dA,min_dL,celdas_dA_neg_pct,min_dcol_A,min_dmult,spearman_mult,spearman_fl,top10_comun,cambian_tipo,check_Lf_x_dom,check_Lf_x_tot,sector_max_gap,sector_max_gap_nombre,max_gap_pct,libro_z
Colombia,2014,COU · prorrateo,61,MIP_Colombia_2014_LIBRO.xlsx,doméstica,3.538946913295149e-09,11.228186785500894,1.744463897889395,1.7388828823154552,2.3332015189799566,1.705968223720074,0.4311221100169003,0.3133417878724946,0.8180726356926641,0.40838417981923675,8,547881.6814986109,1.9921100440735173,2.0342763019047125,2.941378321173297,1.9185574768049487,0.4951644118684966,0.4969456322050208,0.9090684463263812,0.46003811911835013,9,617179.7799992727,14.196117585680422,12.461501341525437,14.854794120646186,58.59539054115517,12.648369317826402,False,False,0.0,0.0,0.0,0.0,0.0,0.9103120042305656,0.9811210999471177,7,7,2.169363264375075e-17,2.169363264375075e-17,054,"Fabricación de vehículos automotores, remolq",45.49630562550967,547881.6815180001
Colombia,2015,COU · prorrateo,61,MIP_Colombia_2015_LIBRO.xlsx,doméstica,2.5148327864599196e-09,11.927572257499698,1.7550195617034539,1.7558949916091735,2.3478049260945975,1.7222890769175763,0.4333027675311764,0.3217167941722774,0.8085000608763473,0.4142202059978748,9,596867.2920709897,2.0237217300248647,2.0574179891748416,3.00723001801691,1.954739501884554,0.5019217932882,0.5217999367366652,0.9038719830753815,0.4703176880838819,11,677700.5101029649,15.310494206720037,13.496597527228115,15.836276825092366,62.19232137979236,13.542912990172894,False,False,0.0,0.0,0.0,0.0,0.0,0.9093072448439977,0.9822316234796403,7,11,1.514833549341353e-17,1.514833549341353e-17,054,"Fabricación de vehículos automotores, remolq",48.13105024897546,596867.292086
Colombia,2016,COU · prorrateo,61,MIP_Colombia_2016_LIBRO.xlsx,doméstica,1.6843415551193175e-09,11.238052483329419,1.7617954620544416,1.7714384377968038,2.350820503103118,1.7258335892830579,0.43576927616121525,0.3260261858932268,0.8305925021684367,0.4151609399406526,10,640885.1884692053,2.0107377500413723,2.050793845088223,2.9540991692125247,1.9372824149838894,0.501053554158006,0.5096841958833662,0.9208898804537535,0.4677240096187393,11,722026.9568204767,14.130033443078439,12.251982289246733,14.98138615275817,56.332287999187656,12.660889939598018,False,False,0.0,0.0,0.0,0.0,0.0,0.9203595980962453,0.9849286092014806,8,8,1.885325769058796e-17,2.827988653588194e-17,054,"Fabricación de vehículos automotores, remolq",48.70503847519354,640885.18848
Colombia,2017,COU · prorrateo,61,MIP_Colombia_2017_LIBRO.xlsx,doméstica,2.5226376543230344e-09,10.922232472299665,1.7595744558261912,1.7590132124063929,2.3953457908077973,1.7140205444760839,0.435971521918117,0.32360293390807415,0.8297648236977498,0.4105126572162057,11,664342.4854767589,2.0011105089843717,2.040864248186683,2.8873917412358563,1.9114002196366036,0.5008512680709832,0.5002592409133884,0.9144867529536495,0.46084749159047955,12,745800.5559806712,13.72695837669282,11.515595644208098,14.881647743278915,54.59045283424313,12.2614573483818,False,False,0.0,0.0,0.0,0.0,0.0,0.9097831835007931,0.9771549444738232,8,5,1.798393304229172e-17,2.697589956343758e-17,054,"Fabricación de vehículos automotores, remolq",49.43631346165368,664342.48546
Colombia,2018,COU · prorrateo,61,MIP_Colombia_2018_LIBRO.xlsx,doméstica,2.6205371206344807e-09,11.202832027849595,1.7510689285712582,1.7512574188559646,2.4160918024259037,1.7099391052569424,0.431826204691415,0.31924272387984287,0.8306838755587685,0.40853288349585637,11,707944.591145552,2.0029401956466377,2.014127932812448,2.8291240101995676,1.910726082230149,0.500080908448512,0.5028592871981256,0.9139731465251063,0.4600742262681003,11,797260.3263288597,14.383857937613431,11.742346634211609,15.806058783735022,57.51628763429315,12.616204191740831,False,False,0.0,0.0,0.0,0.0,0.0,0.8885774722369116,0.9793231094658909,8,8,3.358983718775079e-17,2.0993648242344246e-17,054,"Fabricación de vehículos automotores, remolq",55.87045653156858,707944.591127
Colombia,2019,COU · prorrateo,61,MIP_Colombia_2019_LIBRO.xlsx,doméstica,2.517985819849855e-10,11.488063294248619,1.7552687052804048,1.7511547814934467,2.380322036726578,1.7088738251597149,0.43355139097000805,0.321717314310397,0.8336817068386061,0.4077660981413139,11,757403.1001620928,2.0121070054828767,2.041314584098459,2.843682561316305,1.916002356879896,0.5027442159116693,0.5093627895712072,0.9192246789756024,0.4606905162372499,11,855707.2959322986,14.632420633366316,12.12076214584319,15.959543985512848,58.326197227845626,12.979111882320993,False,False,0.0,0.0,0.0,0.0,0.0,0.8911686938127974,0.9769962982548915,8,8,3.1337488277428083e-17,1.5668744138714042e-17,054,"Fabricación de vehículos automotores, remolq",56.10391463984138,757403.100164
Colombia,2020,COU · prorrateo,61,MIP_Colombia_2020_LIBRO.xlsx,doméstica,1.6945778114063614e-09,11.170933376508764,1.7727997498474068,1.7826412783011019,2.4512828539004636,1.712757273777717,0.4393427658604134,0.33345698398699364,0.8687678515438696,0.4085142296198399,11,715583.3461408739,2.0292782144271224,2.0349652343859566,2.87479192084949,1.9118441803196276,0.508239587699706,0.5210386267274164,0.9617243671894328,0.45988801317856753,11,805573.4157085409,14.46742445681144,11.623766519046663,15.681792712431353,56.253625429461486,12.575763543545504,False,False,0.0,0.0,0.0,0.0,0.0,0.8867794817556848,0.9764145954521416,8,7,1.6614876439114895e-17,1.6614876439114895e-17,054,"Fabricación de vehículos automotores, remolq",63.8357174155848,715583.3461529999
Colombia,2021,COU · prorrateo,61,MIP_Colombia_2021_LIBRO.xlsx,doméstica,2.1562862606572253e-09,12.541364307602354,1.7728276696728298,1.785955231822268,2.3721442689600125,1.7290563093235904,0.43611868425094097,0.3367089854218887,0.8661275028477204,0.4142608289744757,10,886543.0296551165,2.0725510927434008,2.0673738150073686,2.842213731845481,1.9723627243657091,0.512625951006694,0.5599251417367068,0.9617754492006827,0.4736648653330015,10,1013671.2317045432,16.906517660900676,14.0716305033062,17.5427629034419,66.29349556416896,14.33976668892003,False,False,0.0,0.0,0.0,0.0,0.0,0.8892649391856159,0.9774722369116867,6,9,2.0399309218012838e-17,1.3599539478675226e-17,054,"Fabricación de vehículos automotores, remolq",60.22572759597596,886543.029636
Colombia,2022,COU · prorrateo,61,MIP_Colombia_2022_LIBRO.xlsx,doméstica,1.674127503292766e-09,14.371687286745772,1.7565285339714118,1.765678202120692,2.3597078790652533,1.7255118144293333,0.4297240141480837,0.32680451982332853,0.8613189426619245,0.41369314968211235,11,1106531.9575094753,2.108692435989566,2.1103232301966868,2.905478298205592,2.020078930296043,0.5171825537789476,0.5915098822106186,0.9601212689412283,0.4831265927981758,11,1292250.1009858127,20.048857459886026,17.071289422850455,20.352257903074864,80.9980726491759,16.78380296348081,False,False,0.0,0.0,0.0,0.0,0.0,0.869381279746166,0.9705446853516656,6,11,2.1761785021662617e-17,1.0880892510831308e-17,054,"Fabricación de vehículos automotores, remolq",66.00640721251513,1106531.957528
Colombia,2023,COU · prorrateo,61,MIP_Colombia_2023_LIBRO.xlsx,doméstica,1.4127587988355117e-10,11.888803407640413,1.7784758017445932,1.787437638675544,2.3736945659127247,1.742327651051568,0.43667269695650157,0.34180310478809167,0.8736253299683866,0.4167831359051213,10,1183630.763319672,2.0617708391715888,2.0512324460157814,2.857858547596246,1.9749283640671376,0.5099465433864464,0.5518242957851426,0.9555800785357123,0.4730194935762136,9,1343337.5201969605,15.929091480980384,13.349998370007231,16.780038445418043,61.445079946613745,13.492954207219721,False,False,0.0,0.0,0.0,0.0,0.0,0.907562136435748,0.9783712321523004,6,11,3.074434891482898e-17,2.0496232609885986e-17,054,"Fabricación de vehículos automotores, remolq",55.04702182183651,1183630.763318
Colombia,2024,COU · prorrateo,61,MIP_Colombia_2024_LIBRO.xlsx,doméstica,2.3697710460623966e-10,10.961881918267402,1.7769644109361453,1.7904839585651364,2.3596091051515242,1.732855218882988,0.4374967262481663,0.339467684687979,0.8937218896685122,0.4126052031995978,10,1243328.8403239464,2.0349193046204728,2.0310091030566473,2.8195869329413537,1.9393662861867402,0.5056874377317012,0.5292318668887714,0.9570226760518767,0.46340287967547406,9,1396400.628304646,14.516604389866817,11.917387272369528,15.586564971198037,55.900514470240005,12.311448348677967,False,False,0.0,0.0,0.0,0.0,0.0,0.9125330512956107,0.9796404019037545,6,9,3.8633035734483547e-17,3.3803906267673105e-17,054,"Fabricación de vehículos automotores, remolq",51.52102517485878,1243328.840321
México,2013,COU · sin prorrateo,262,MIP_Mexico_2013_LIBRO.xlsx,doméstica,3.707478768433248e-10,32.51625728250964,1.517399155655699,1.5130991377753964,2.1980874034021483,1.4224938981190556,0.3580660475374369,0.15933310811826187,0.7458957690708111,0.29272416461126083,26,8091685.038000001,2.04449985821115,2.0025148010127394,3.8732200234973986,1.9433063279251186,0.49619192184375127,0.5483079363673989,0.9193465072217815,0.43376990194023857,40,11990569.450000003,34.73711584660006,36.61263014869351,38.575529642159914,244.1268063134927,48.18383802249029,False,False,0.0,0.0,0.0,0.0,0.0,0.6341209130145984,0.8957471106756121,0,75,1.263429471230263e-17,1.6845726283070172e-17,3343,Fabricación de equipo de audio y de video,243.66232204949944,8091685.03803
México,2008,MIP oficial INEGI,262,MIP_Mexico_2008_LIBRO_OFICIAL.xlsx,doméstica,0.0,29.7455162283489,1.5110348798145756,1.511734806686735,2.2350325852507273,1.443818450993554,0.3482066129383211,0.16282826687625454,0.8286799698484546,0.3023640060206205,25,6253663.606999999,1.9783112021618143,1.881336849911117,4.189804166573799,1.9055524064178526,0.4782681235412112,0.5000430786206032,0.9112171934523704,0.4303839268158278,38,8901444.109000001,30.92425784403996,31.980056433449743,37.35182095060563,207.09844685666496,42.33966948647869,False,False,-6.776263578034403e-21,0.0,0.0,0.0,0.0,0.5859153115805609,0.8915833265486715,0,92,3.3772014564746765e-17,6.754402912949353e-17,3343,Fabricación de equipo de audio y de video,284.75996373384174,6253663.606999999
